ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPCOV2,,2020-03-08,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-09,Active,,,5,Number,COVID-19 cases,0
CPCOV2,,2020-03-09,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-09,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-10,Active,,,5,Number,COVID-19 cases,0
CPCOV2,,2020-03-10,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-10,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-11,Active,,,5,Number,COVID-19 cases,0
CPCOV2,,2020-03-11,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-11,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-12,Active,,,5,Number,COVID-19 cases,0
CPCOV2,,2020-03-12,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-12,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-13,Active,,,5,Number,COVID-19 cases,0
CPCOV2,,2020-03-13,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-13,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-14,Active,,,6,Number,COVID-19 cases,0
CPCOV2,,2020-03-14,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-14,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-15,Active,,,8,Number,COVID-19 cases,0
CPCOV2,,2020-03-15,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-15,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-16,Active,,,8,Number,COVID-19 cases,0
CPCOV2,,2020-03-16,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-16,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-17,Active,,,12,Number,COVID-19 cases,0
CPCOV2,,2020-03-17,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-17,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-18,Active,,,20,Number,COVID-19 cases,0
CPCOV2,,2020-03-18,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-18,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-19,Active,,,28,Number,COVID-19 cases,0
CPCOV2,,2020-03-19,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-19,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-20,Active,,,39,Number,COVID-19 cases,0
CPCOV2,,2020-03-20,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-20,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-21,Active,,,52,Number,COVID-19 cases,0
CPCOV2,,2020-03-21,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-21,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-22,Active,,,66,Number,COVID-19 cases,0
CPCOV2,,2020-03-22,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-22,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-23,Active,,,102,Number,COVID-19 cases,0
CPCOV2,,2020-03-23,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-23,Recovered,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-24,Active,,,143,Number,COVID-19 cases,0
CPCOV2,,2020-03-24,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-24,Recovered,,,12,Number,COVID-19 cases,0
CPCOV2,,2020-03-25,Active,,,183,Number,COVID-19 cases,0
CPCOV2,,2020-03-25,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-25,Recovered,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-03-26,Active,,,256,Number,COVID-19 cases,0
CPCOV2,,2020-03-26,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-26,Recovered,,,27,Number,COVID-19 cases,0
CPCOV2,,2020-03-27,Active,,,331,Number,COVID-19 cases,0
CPCOV2,,2020-03-27,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-27,Recovered,,,37,Number,COVID-19 cases,0
CPCOV2,,2020-03-28,Active,,,401,Number,COVID-19 cases,0
CPCOV2,,2020-03-28,Deceased,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-03-28,Recovered,,,50,Number,COVID-19 cases,0
CPCOV2,,2020-03-29,Active,,,457,Number,COVID-19 cases,0
CPCOV2,,2020-03-29,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-03-29,Recovered,,,56,Number,COVID-19 cases,0
CPCOV2,,2020-03-30,Active,,,525,Number,COVID-19 cases,0
CPCOV2,,2020-03-30,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-03-30,Recovered,,,63,Number,COVID-19 cases,0
CPCOV2,,2020-03-31,Active,,,572,Number,COVID-19 cases,0
CPCOV2,,2020-03-31,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-03-31,Recovered,,,74,Number,COVID-19 cases,0
CPCOV2,,2020-04-01,Active,,,625,Number,COVID-19 cases,0
CPCOV2,,2020-04-01,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-01,Recovered,,,82,Number,COVID-19 cases,0
CPCOV2,,2020-04-02,Active,,,704,Number,COVID-19 cases,0
CPCOV2,,2020-04-02,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-02,Recovered,,,92,Number,COVID-19 cases,0
CPCOV2,,2020-04-03,Active,,,764,Number,COVID-19 cases,0
CPCOV2,,2020-04-03,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-03,Recovered,,,103,Number,COVID-19 cases,0
CPCOV2,,2020-04-04,Active,,,822,Number,COVID-19 cases,0
CPCOV2,,2020-04-04,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-04,Recovered,,,127,Number,COVID-19 cases,0
CPCOV2,,2020-04-05,Active,,,882,Number,COVID-19 cases,0
CPCOV2,,2020-04-05,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-05,Recovered,,,156,Number,COVID-19 cases,0
CPCOV2,,2020-04-06,Active,,,929,Number,COVID-19 cases,0
CPCOV2,,2020-04-06,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-06,Recovered,,,176,Number,COVID-19 cases,0
CPCOV2,,2020-04-07,Active,,,918,Number,COVID-19 cases,0
CPCOV2,,2020-04-07,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-07,Recovered,,,241,Number,COVID-19 cases,0
CPCOV2,,2020-04-08,Active,,,927,Number,COVID-19 cases,0
CPCOV2,,2020-04-08,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-08,Recovered,,,282,Number,COVID-19 cases,0
CPCOV2,,2020-04-09,Active,,,921,Number,COVID-19 cases,0
CPCOV2,,2020-04-09,Deceased,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-04-09,Recovered,,,317,Number,COVID-19 cases,0
CPCOV2,,2020-04-10,Active,,,908,Number,COVID-19 cases,0
CPCOV2,,2020-04-10,Deceased,,,2,Number,COVID-19 cases,0
CPCOV2,,2020-04-10,Recovered,,,373,Number,COVID-19 cases,0
CPCOV2,,2020-04-11,Active,,,886,Number,COVID-19 cases,0
CPCOV2,,2020-04-11,Deceased,,,4,Number,COVID-19 cases,0
CPCOV2,,2020-04-11,Recovered,,,422,Number,COVID-19 cases,0
CPCOV2,,2020-04-12,Active,,,855,Number,COVID-19 cases,0
CPCOV2,,2020-04-12,Deceased,,,4,Number,COVID-19 cases,0
CPCOV2,,2020-04-12,Recovered,,,471,Number,COVID-19 cases,0
CPCOV2,,2020-04-13,Active,,,798,Number,COVID-19 cases,0
CPCOV2,,2020-04-13,Deceased,,,5,Number,COVID-19 cases,0
CPCOV2,,2020-04-13,Recovered,,,546,Number,COVID-19 cases,0
CPCOV2,,2020-04-14,Active,,,729,Number,COVID-19 cases,0
CPCOV2,,2020-04-14,Deceased,,,9,Number,COVID-19 cases,0
CPCOV2,,2020-04-14,Recovered,,,628,Number,COVID-19 cases,0
CPCOV2,,2020-04-15,Active,,,649,Number,COVID-19 cases,0
CPCOV2,,2020-04-15,Deceased,,,9,Number,COVID-19 cases,0
CPCOV2,,2020-04-15,Recovered,,,728,Number,COVID-19 cases,0
CPCOV2,,2020-04-16,Active,,,622,Number,COVID-19 cases,0
CPCOV2,,2020-04-16,Deceased,,,9,Number,COVID-19 cases,0
CPCOV2,,2020-04-16,Recovered,,,770,Number,COVID-19 cases,0
CPCOV2,,2020-04-17,Active,,,582,Number,COVID-19 cases,0
CPCOV2,,2020-04-17,Deceased,,,11,Number,COVID-19 cases,0
CPCOV2,,2020-04-17,Recovered,,,816,Number,COVID-19 cases,0
CPCOV2,,2020-04-18,Active,,,544,Number,COVID-19 cases,0
CPCOV2,,2020-04-18,Deceased,,,11,Number,COVID-19 cases,0
CPCOV2,,2020-04-18,Recovered,,,867,Number,COVID-19 cases,0
CPCOV2,,2020-04-19,Active,,,507,Number,COVID-19 cases,0
CPCOV2,,2020-04-19,Deceased,,,12,Number,COVID-19 cases,0
CPCOV2,,2020-04-19,Recovered,,,912,Number,COVID-19 cases,0
CPCOV2,,2020-04-20,Active,,,454,Number,COVID-19 cases,0
CPCOV2,,2020-04-20,Deceased,,,12,Number,COVID-19 cases,0
CPCOV2,,2020-04-20,Recovered,,,974,Number,COVID-19 cases,0
CPCOV2,,2020-04-21,Active,,,426,Number,COVID-19 cases,0
CPCOV2,,2020-04-21,Deceased,,,13,Number,COVID-19 cases,0
CPCOV2,,2020-04-21,Recovered,,,1006,Number,COVID-19 cases,0
CPCOV2,,2020-04-22,Active,,,401,Number,COVID-19 cases,0
CPCOV2,,2020-04-22,Deceased,,,14,Number,COVID-19 cases,0
CPCOV2,,2020-04-22,Recovered,,,1036,Number,COVID-19 cases,0
CPCOV2,,2020-04-23,Active,,,370,Number,COVID-19 cases,0
CPCOV2,,2020-04-23,Deceased,,,16,Number,COVID-19 cases,0
CPCOV2,,2020-04-23,Recovered,,,1065,Number,COVID-19 cases,0
CPCOV2,,2020-04-24,Active,,,344,Number,COVID-19 cases,0
CPCOV2,,2020-04-24,Deceased,,,17,Number,COVID-19 cases,0
CPCOV2,,2020-04-24,Recovered,,,1095,Number,COVID-19 cases,0
CPCOV2,,2020-04-25,Active,,,325,Number,COVID-19 cases,0
CPCOV2,,2020-04-25,Deceased,,,18,Number,COVID-19 cases,0
CPCOV2,,2020-04-25,Recovered,,,1118,Number,COVID-19 cases,0
CPCOV2,,2020-04-26,Active,,,310,Number,COVID-19 cases,0
CPCOV2,,2020-04-26,Deceased,,,18,Number,COVID-19 cases,0
CPCOV2,,2020-04-26,Recovered,,,1142,Number,COVID-19 cases,0
CPCOV2,,2020-04-27,Active,,,270,Number,COVID-19 cases,0
CPCOV2,,2020-04-27,Deceased,,,19,Number,COVID-19 cases,0
CPCOV2,,2020-04-27,Recovered,,,1180,Number,COVID-19 cases,0
CPCOV2,,2020-04-28,Active,,,239,Number,COVID-19 cases,0
CPCOV2,,2020-04-28,Deceased,,,19,Number,COVID-19 cases,0
CPCOV2,,2020-04-28,Recovered,,,1214,Number,COVID-19 cases,0
CPCOV2,,2020-04-29,Active,,,226,Number,COVID-19 cases,0
CPCOV2,,2020-04-29,Deceased,,,19,Number,COVID-19 cases,0
CPCOV2,,2020-04-29,Recovered,,,1229,Number,COVID-19 cases,0
CPCOV2,,2020-04-30,Active,,,216,Number,COVID-19 cases,0
CPCOV2,,2020-04-30,Deceased,,,19,Number,COVID-19 cases,0
CPCOV2,,2020-04-30,Recovered,,,1241,Number,COVID-19 cases,0
CPCOV2,,2020-05-01,Active,,,208,Number,COVID-19 cases,0
CPCOV2,,2020-05-01,Deceased,,,19,Number,COVID-19 cases,0
CPCOV2,,2020-05-01,Recovered,,,1252,Number,COVID-19 cases,0
CPCOV2,,2020-05-02,Active,,,202,Number,COVID-19 cases,0
CPCOV2,,2020-05-02,Deceased,,,20,Number,COVID-19 cases,0
CPCOV2,,2020-05-02,Recovered,,,1263,Number,COVID-19 cases,0
CPCOV2,,2020-05-03,Active,,,201,Number,COVID-19 cases,0
CPCOV2,,2020-05-03,Deceased,,,20,Number,COVID-19 cases,0
CPCOV2,,2020-05-03,Recovered,,,1266,Number,COVID-19 cases,0
CPCOV2,,2020-05-04,Active,,,191,Number,COVID-19 cases,0
CPCOV2,,2020-05-04,Deceased,,,20,Number,COVID-19 cases,0
CPCOV2,,2020-05-04,Recovered,,,1276,Number,COVID-19 cases,0
CPCOV2,,2020-05-05,Active,,,164,Number,COVID-19 cases,0
CPCOV2,,2020-05-05,Deceased,,,20,Number,COVID-19 cases,0
CPCOV2,,2020-05-05,Recovered,,,1302,Number,COVID-19 cases,0
CPCOV2,,2020-05-06,Active,,,151,Number,COVID-19 cases,0
CPCOV2,,2020-05-06,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-06,Recovered,,,1316,Number,COVID-19 cases,0
CPCOV2,,2020-05-07,Active,,,136,Number,COVID-19 cases,0
CPCOV2,,2020-05-07,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-07,Recovered,,,1332,Number,COVID-19 cases,0
CPCOV2,,2020-05-08,Active,,,122,Number,COVID-19 cases,0
CPCOV2,,2020-05-08,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-08,Recovered,,,1347,Number,COVID-19 cases,0
CPCOV2,,2020-05-09,Active,,,103,Number,COVID-19 cases,0
CPCOV2,,2020-05-09,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-09,Recovered,,,1368,Number,COVID-19 cases,0
CPCOV2,,2020-05-10,Active,,,102,Number,COVID-19 cases,0
CPCOV2,,2020-05-10,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-10,Recovered,,,1371,Number,COVID-19 cases,0
CPCOV2,,2020-05-11,Active,,,90,Number,COVID-19 cases,0
CPCOV2,,2020-05-11,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-11,Recovered,,,1386,Number,COVID-19 cases,0
CPCOV2,,2020-05-12,Active,,,78,Number,COVID-19 cases,0
CPCOV2,,2020-05-12,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-12,Recovered,,,1398,Number,COVID-19 cases,0
CPCOV2,,2020-05-13,Active,,,74,Number,COVID-19 cases,0
CPCOV2,,2020-05-13,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-13,Recovered,,,1402,Number,COVID-19 cases,0
CPCOV2,,2020-05-14,Active,,,65,Number,COVID-19 cases,0
CPCOV2,,2020-05-14,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-14,Recovered,,,1411,Number,COVID-19 cases,0
CPCOV2,,2020-05-15,Active,,,56,Number,COVID-19 cases,0
CPCOV2,,2020-05-15,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-15,Recovered,,,1421,Number,COVID-19 cases,0
CPCOV2,,2020-05-16,Active,,,49,Number,COVID-19 cases,0
CPCOV2,,2020-05-16,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-16,Recovered,,,1428,Number,COVID-19 cases,0
CPCOV2,,2020-05-17,Active,,,45,Number,COVID-19 cases,0
CPCOV2,,2020-05-17,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-17,Recovered,,,1433,Number,COVID-19 cases,0
CPCOV2,,2020-05-18,Active,,,45,Number,COVID-19 cases,0
CPCOV2,,2020-05-18,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-18,Recovered,,,1433,Number,COVID-19 cases,0
CPCOV2,,2020-05-19,Active,,,40,Number,COVID-19 cases,0
CPCOV2,,2020-05-19,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-19,Recovered,,,1442,Number,COVID-19 cases,0
CPCOV2,,2020-05-20,Active,,,35,Number,COVID-19 cases,0
CPCOV2,,2020-05-20,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-20,Recovered,,,1447,Number,COVID-19 cases,0
CPCOV2,,2020-05-21,Active,,,30,Number,COVID-19 cases,0
CPCOV2,,2020-05-21,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-21,Recovered,,,1452,Number,COVID-19 cases,0
CPCOV2,,2020-05-22,Active,,,28,Number,COVID-19 cases,0
CPCOV2,,2020-05-22,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-22,Recovered,,,1455,Number,COVID-19 cases,0
CPCOV2,,2020-05-23,Active,,,28,Number,COVID-19 cases,0
CPCOV2,,2020-05-23,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-23,Recovered,,,1455,Number,COVID-19 cases,0
CPCOV2,,2020-05-24,Active,,,27,Number,COVID-19 cases,0
CPCOV2,,2020-05-24,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-24,Recovered,,,1456,Number,COVID-19 cases,0
CPCOV2,,2020-05-25,Active,,,27,Number,COVID-19 cases,0
CPCOV2,,2020-05-25,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-25,Recovered,,,1456,Number,COVID-19 cases,0
CPCOV2,,2020-05-26,Active,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-05-26,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-26,Recovered,,,1461,Number,COVID-19 cases,0
CPCOV2,,2020-05-27,Active,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-27,Deceased,,,21,Number,COVID-19 cases,0
CPCOV2,,2020-05-27,Recovered,,,1462,Number,COVID-19 cases,0
CPCOV2,,2020-05-28,Active,,,8,Number,COVID-19 cases,0
CPCOV2,,2020-05-28,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-05-28,Recovered,,,1474,Number,COVID-19 cases,0
CPCOV2,,2020-05-29,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-05-29,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-05-29,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-05-30,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-05-30,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-05-30,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-05-31,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-05-31,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-05-31,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-01,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-06-01,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-01,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-02,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-06-02,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-02,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-03,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-06-03,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-03,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-04,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-06-04,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-04,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-05,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-06-05,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-05,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-06,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-06-06,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-06,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-07,Active,,,1,Number,COVID-19 cases,0
CPCOV2,,2020-06-07,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-07,Recovered,,,1481,Number,COVID-19 cases,0
CPCOV2,,2020-06-08,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-08,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-08,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-09,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-09,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-09,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-10,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-10,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-10,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-11,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-11,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-11,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-12,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-12,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-12,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-13,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-13,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-13,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-14,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-14,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-14,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-15,Active,,,0,Number,COVID-19 cases,0
CPCOV2,,2020-06-15,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-15,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-16,Active,,,2,Number,COVID-19 cases,0
CPCOV2,,2020-06-16,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-16,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-17,Active,,,2,Number,COVID-19 cases,0
CPCOV2,,2020-06-17,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-17,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-18,Active,,,3,Number,COVID-19 cases,0
CPCOV2,,2020-06-18,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-18,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-19,Active,,,3,Number,COVID-19 cases,0
CPCOV2,,2020-06-19,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-19,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-20,Active,,,5,Number,COVID-19 cases,0
CPCOV2,,2020-06-20,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-20,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-21,Active,,,7,Number,COVID-19 cases,0
CPCOV2,,2020-06-21,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-21,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-22,Active,,,9,Number,COVID-19 cases,0
CPCOV2,,2020-06-22,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-22,Recovered,,,1482,Number,COVID-19 cases,0
CPCOV2,,2020-06-23,Active,,,10,Number,COVID-19 cases,0
CPCOV2,,2020-06-23,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-23,Recovered,,,1483,Number,COVID-19 cases,0
CPCOV2,,2020-06-24,Active,,,11,Number,COVID-19 cases,0
CPCOV2,,2020-06-24,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-24,Recovered,,,1483,Number,COVID-19 cases,0
CPCOV2,,2020-06-25,Active,,,13,Number,COVID-19 cases,0
CPCOV2,,2020-06-25,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-25,Recovered,,,1484,Number,COVID-19 cases,0
CPCOV2,,2020-06-26,Active,,,14,Number,COVID-19 cases,0
CPCOV2,,2020-06-26,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-26,Recovered,,,1484,Number,COVID-19 cases,0
CPCOV2,,2020-06-27,Active,,,16,Number,COVID-19 cases,0
CPCOV2,,2020-06-27,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-27,Recovered,,,1484,Number,COVID-19 cases,0
CPCOV2,,2020-06-28,Active,,,20,Number,COVID-19 cases,0
CPCOV2,,2020-06-28,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-28,Recovered,,,1484,Number,COVID-19 cases,0
CPCOV2,,2020-06-29,Active,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-29,Deceased,,,22,Number,COVID-19 cases,0
CPCOV2,,2020-06-29,Recovered,,,1484,Number,COVID-19 cases,0
CPCOV2,,2020-06-30,Active,,,22,Number,COVID-19 cases,0
