2013,31270,31650,32630,32850,32910,32440,30610,29690,29820,29500,29190,29910,31480,31240,31100,31470,31920,32380,31770,32420,32620,32750,32250,30680,29500,28240,27140,26660,26230,26410,26440,26010,25840,25570,25090,25140,25860,26220,27440,28300,29670,30520,30150,30230,30140,29640,29660,29920,30530,31250,31400,31010,30190,29180,28330,27550,27270,26050,25440,24470,24140,23770,23360,23320,23130,23210,21320,18830,17550,16070,15920,16220,15350,13530,12390,11540,10700,9890,9440,8580,8250,7970,7360,6550,5910,5230,4470,3730,3100,2490,1960,1530,1200,770,550,1170,29880,30100,31010,30960,30920,30810,29390,28400,28260,28150,27900,28850,29780,29470,29280,29980,30170,30720,30650,31190,31460,32030,31870,30370,29450,28700,28080,28090,28230,28370,28570,28180,28160,28210,27850,27820,28110,28970,30340,31630,32960,33930,33650,33260,33050,32440,32010,31970,32610,33620,33750,33200,32180,30950,29880,29090,28530,27560,26760,25900,25380,24590,24590,24020,23970,24150,22190,19900,18360,16910,16920,17360,16420,14840,13850,13040,12220,11170,10770,10440,9970,9760,9450,8690,8020,7310,6740,6100,5440,4550,3970,3340,2790,1870,1460,3750,61150,61740,63640,63810,63830,63250,60000,58090,58080,57640,57090,58760,61260,60710,60380,61450,62090,63100,62420,63610,64080,64780,64120,61050,58950,56950,55220,54750,54460,54780,55010,54190,54000,53780,52940,52970,53970,55190,57780,59930,62630,64460,63790,63490,63190,62080,61670,61890,63140,64860,65150,64210,62370,60130,58200,56630,55800,53620,52200,50370,49520,48370,47950,47340,47100,47360,43510,38720,35910,32980,32850,33580,31760,28370,26230,24580,22920,21060,20200,19020,18220,17730,16810,15240,13920,12540,11210,9830,8540,7030,5930,4870,3990,2640,2010,4930
2014,30180,31440,31740,32750,32910,32930,32420,30640,29720,29870,29580,29310,30050,31620,31330,31320,31800,32190,32610,32490,33070,33010,33030,32530,30970,29770,28560,27490,27080,26670,26880,26950,26420,26170,25920,25380,25450,26130,26510,27780,28590,29970,30790,30440,30420,30330,29770,29730,29960,30550,31280,31410,30960,30120,29100,28290,27490,27160,25980,25350,24420,24100,23720,23260,23230,23020,23040,21120,18610,17320,15840,15640,15900,14970,13190,12030,11140,10310,9480,9000,8130,7770,7460,6820,5990,5340,4690,3940,3230,2620,2100,1600,1250,980,620,1220,28700,30020,30160,31060,30980,30940,30810,29390,28440,28270,28230,28000,28980,29830,29560,29510,30310,30440,30770,30870,31430,31580,31900,31880,30620,29900,29310,28620,28640,28830,28850,28990,28450,28450,28430,28080,28020,28320,29110,30510,31800,33070,34020,33740,33290,33060,32430,31960,31880,32590,33550,33670,33130,32070,30880,29830,29050,28470,27540,26710,25900,25350,24540,24540,23960,23860,24030,22020,19750,18190,16710,16700,17110,16180,14590,13590,12740,11880,10820,10410,10060,9570,9320,8960,8200,7460,6740,6170,5490,4830,3960,3400,2820,2290,1490,3850,58890,61460,61910,63820,63890,63870,63220,60020,58160,58140,57810,57310,59030,61450,60890,60830,62100,62630,63390,63360,64500,64590,64930,64410,61590,59680,57870,56110,55720,55510,55730,55930,54880,54620,54350,53460,53480,54450,55620,58290,60390,63040,64810,64170,63720,63390,62200,61700,61840,63140,64840,65080,64090,62200,59980,58120,56540,55630,53520,52060,50320,49460,48260,47800,47190,46880,47070,43150,38360,35510,32550,32340,33010,31140,27780,25620,23880,22190,20300,19410,18190,17340,16790,15780,14190,12800,11420,10110,8730,7450,6060,5000,4070,3260,2110,5080
2015,30300,30400,31740,32060,32970,33120,33120,32560,30830,29940,30060,29840,29640,30330,31850,31590,31710,32190,32810,33890,33960,34210,34450,34570,33910,32290,30980,29840,28710,28210,27860,27950,27870,27280,27030,26700,26080,26110,26710,27080,28300,29110,30530,31310,30910,30860,30730,30110,29990,30200,30770,31470,31580,31040,30170,29200,28350,27510,27110,25960,25370,24400,24090,23660,23210,23140,22820,22770,20840,18350,17020,15550,15310,15510,14570,12830,11640,10750,9890,9040,8540,7660,7240,6910,6260,5450,4750,4090,3420,2780,2200,1720,1290,1010,750,1280,28300,28930,30270,30440,31300,31160,31100,30950,29540,28630,28470,28420,28230,29230,30040,29940,29890,30700,30730,31230,31400,31740,31980,32520,32700,31580,31120,30590,29780,29730,29790,29690,29650,29090,29010,28870,28510,28410,28640,29390,30810,32050,33290,34240,33920,33450,33180,32480,31980,31920,32670,33600,33720,33130,32060,30870,29910,29070,28390,27510,26720,25880,25330,24470,24420,23820,23700,23810,21790,19510,17990,16470,16450,16850,15920,14300,13300,12410,11520,10470,10050,9630,9090,8790,8420,7640,6880,6190,5550,4900,4240,3390,2870,2320,1840,3930,58600,59330,62020,62500,64280,64280,64220,63510,60370,58570,58530,58260,57870,59570,61890,61520,61600,62890,63540,65120,65350,65950,66430,67090,66620,63870,62090,60430,58490,57940,57650,57640,57520,56370,56040,55570,54590,54520,55340,56470,59110,61160,63820,65550,64830,64310,63910,62590,61970,62120,63440,65060,65300,64170,62230,60070,58250,56580,55500,53470,52090,50280,49410,48130,47630,46960,46520,46580,42640,37870,35010,32020,31760,32360,30490,27130,24940,23160,21410,19510,18580,17290,16330,15700,14680,13080,11630,10280,8970,7680,6440,5110,4160,3320,2590,5200
2016,30400,30540,30880,32200,32460,33300,33380,33340,32830,31110,30240,30330,30180,30060,30780,32370,32050,32150,32730,33880,35150,35060,35480,36160,36150,35580,33860,32480,31450,30240,29610,29160,29110,28920,28270,28000,27580,26900,26880,27340,27690,28890,29710,31160,31820,31390,31320,31150,30490,30260,30490,30970,31680,31750,31170,30240,29310,28450,27530,27050,25990,25390,24380,24070,23590,23100,23000,22610,22520,20560,18070,16710,15250,14940,15080,14120,12410,11220,10300,9440,8600,8060,7150,6710,6350,5690,4910,4170,3560,2910,2340,1790,1390,1020,780,1430,28800,28640,29340,30700,30790,31600,31350,31290,31160,29770,28910,28750,28690,28510,29600,30520,30450,30340,31040,31260,31870,31890,32250,33020,33710,34040,33020,32610,32170,31160,31070,30950,30580,30450,29750,29600,29440,28990,28900,29010,29760,31140,32350,33570,34480,34110,33600,33300,32600,32030,32030,32810,33670,33780,33170,32090,30930,29970,29140,28340,27570,26750,25840,25300,24370,24310,23650,23520,23570,21530,19270,17760,16210,16190,16530,15590,13990,12980,12020,11120,10080,9640,9150,8590,8230,7840,7040,6290,5570,4950,4290,3640,2860,2390,1850,4220,59200,59180,60220,62900,63240,64900,64730,64620,63990,60880,59150,59080,58870,58570,60380,62890,62510,62490,63770,65140,67010,66950,67730,69180,69860,69620,66870,65090,63620,61400,60680,60110,59690,59360,58010,57600,57020,55890,55780,56340,57450,60030,62060,64730,66300,65500,64920,64450,63090,62290,62510,63780,65350,65530,64340,62330,60230,58420,56670,55390,53560,52140,50220,49370,47950,47410,46650,46130,46090,42090,37350,34470,31460,31130,31620,29710,26400,24200,22320,20570,18680,17700,16300,15300,14580,13530,11950,10460,9130,7850,6630,5430,4250,3400,2630,5660
2017,30790,30750,31160,31480,32690,32930,33660,33650,33680,33140,31580,30630,30690,30600,30640,31440,33060,32500,32560,33620,34780,35730,35630,36390,37400,37430,36910,35250,33900,33090,31710,30980,30440,30270,30040,29300,28970,28520,27730,27670,28070,28330,29540,30330,31810,32380,31910,31740,31550,30820,30510,30720,31240,31860,31910,31240,30290,29410,28500,27570,27020,26010,25370,24340,24030,23520,22940,22820,22370,22210,20250,17800,16410,14910,14550,14640,13680,12000,10780,9850,8950,8090,7560,6650,6140,5750,5120,4370,3640,3070,2440,1930,1460,1100,780,1610,29190,29140,29160,29900,31220,31240,31930,31610,31560,31470,30090,29250,29100,29020,28960,30220,31130,30960,30660,31480,31780,32300,32500,33100,34160,34980,35540,34510,34220,33690,32510,32320,32060,31500,31320,30470,30270,30040,29560,29390,29430,30190,31510,32660,33870,34730,34290,33760,33470,32710,32100,32170,32900,33780,33870,33190,32140,30990,30070,29240,28290,27610,26750,25830,25260,24270,24190,23480,23300,23300,21270,18990,17500,15900,15890,16200,15260,13650,12630,11630,10720,9670,9220,8690,8080,7680,7240,6450,5660,4950,4310,3680,3080,2390,1960,4510,59980,59890,60320,61370,63910,64170,65590,65250,65230,64610,61670,59890,59800,59620,59600,61660,64190,63470,63220,65100,66570,68040,68130,69490,71560,72420,72450,69760,68120,66780,64210,63300,62490,61780,61360,59770,59230,58560,57290,57050,57500,58520,61050,62990,65680,67110,66210,65500,65020,63530,62620,62890,64140,65640,65790,64420,62430,60400,58560,56810,55300,53610,52120,50180,49290,47790,47130,46300,45670,45510,41520,36790,33900,30810,30430,30850,28930,25650,23410,21470,19670,17760,16780,15340,14220,13440,12360,10820,9310,8020,6750,5610,4530,3500,2740,6120
2018,30670,31060,31280,31800,32020,33210,33350,33980,33950,33980,33470,31990,31020,31040,31040,31330,32140,33570,32770,33100,34210,35010,35880,36040,36980,38170,38330,38000,36420,35180,34490,33060,32140,31530,31380,31060,30330,29970,29420,28570,28420,28720,28960,30130,30900,32440,32870,32360,32130,31920,31150,30750,30910,31420,31980,32040,31260,30340,29480,28470,27600,26910,25940,25280,24280,23970,23350,22750,22580,22050,21840,19910,17430,16040,14530,14130,14150,13160,11540,10320,9320,8410,7560,7010,6120,5520,5120,4520,3830,3110,2560,2010,1540,1150,840,1700,29190,29430,29600,29770,30420,31720,31610,32230,31910,31840,31790,30410,29600,29470,29410,29550,30820,31610,31250,31000,31910,32050,32590,33180,33880,35200,36250,36900,35960,35630,35000,33620,33350,32890,32350,32040,31130,30870,30570,30060,29840,29800,30520,31790,32920,34130,34890,34410,33890,33590,32760,32170,32260,32990,33850,33930,33230,32100,30990,30080,29270,28190,27560,26680,25760,25170,24110,23980,23240,23030,23020,20950,18680,17160,15540,15530,15820,14850,13250,12220,11180,10250,9180,8740,8150,7540,7030,6610,5790,5010,4300,3690,3100,2540,1950,4840,59860,60490,60880,61570,62450,64930,64960,66210,65860,65820,65260,62400,60620,60510,60450,60870,62960,65170,64010,64100,66120,67050,68470,69210,70860,73370,74580,74900,72380,70810,69490,66680,65500,64420,63730,63090,61460,60840,59990,58630,58270,58520,59480,61920,63820,66580,67760,66770,66020,65510,63910,62930,63170,64420,65830,65960,64490,62440,60470,58560,56870,55100,53500,51960,50040,49140,47460,46730,45820,45080,44860,40860,36110,33200,30070,29660,29960,28010,24780,22540,20510,18660,16740,15750,14270,13060,12160,11130,9620,8120,6860,5700,4650,3680,2790,6540
2019,30460,30860,31530,31810,32340,32560,33600,33680,34310,34270,34290,33780,32390,31370,31430,31610,31900,32560,33800,33160,33550,34570,35110,36120,36320,37310,38670,38980,38840,37350,36200,35550,34020,33020,32510,32280,31980,31160,30740,30200,29290,29100,29350,29520,30660,31370,32880,33250,32700,32390,32120,31310,30800,30980,31470,32010,32020,31240,30310,29450,28450,27550,26800,25820,25210,24200,23800,23150,22510,22330,21720,21480,19540,17060,15700,14150,13720,13690,12660,11040,9830,8800,7860,7000,6470,5600,4990,4540,3940,3270,2610,2100,1600,1190,880,1870,28820,29370,29850,30060,30250,30890,32120,31930,32510,32210,32110,32080,30710,29940,29820,29870,30120,31190,31810,31530,31350,32270,32350,33110,33790,34720,36270,37440,38000,37040,36660,35970,34500,34010,33590,33060,32720,31730,31410,30990,30480,30200,30110,30790,32030,33130,34300,34980,34480,33960,33650,32760,32180,32300,33000,33860,33920,33250,32060,30950,30070,29260,28160,27530,26610,25640,25040,23930,23760,22980,22780,22740,20660,18350,16870,15230,15190,15440,14450,12850,11800,10710,9790,8720,8280,7630,6970,6420,5970,5170,4380,3680,3090,2550,2050,5140,59280,60230,61370,61870,62590,63450,65730,65620,66820,66490,66400,65850,63090,61310,61240,61480,62020,63750,65610,64690,64900,66840,67460,69230,70110,72030,74950,76420,76830,74390,72860,71520,68520,67020,66100,65340,64700,62890,62160,61190,59780,59290,59460,60300,62690,64500,67180,68220,67180,66350,65770,64060,62980,63280,64470,65880,65940,64490,62370,60400,58520,56810,54960,53350,51820,49840,48840,47080,46270,45310,44500,44210,40190,35410,32570,29380,28910,29130,27110,23890,21630,19520,17640,15730,14750,13220,11960,10960,9910,8440,7000,5770,4700,3740,2940,7010
2020,30640,30730,31340,32140,32340,32930,32990,34030,34100,34760,34710,34670,34200,32830,31810,31970,32140,32250,32830,34360,33770,34090,34980,35730,36910,37110,38180,39570,39940,39890,38490,37280,36590,34930,33940,33450,33180,32920,32010,31580,31010,29960,29750,29970,30040,31050,31780,33220,33540,32980,32600,32240,31370,30930,31060,31530,32050,32040,31270,30310,29480,28510,27650,26850,25920,25280,24190,23760,23070,22420,22150,21520,21210,19220,16750,15360,13790,13330,13240,12170,10580,9340,8290,7350,6480,5930,5050,4450,3960,3400,2780,2150,1700,1280,930,2050,29240,29010,29820,30410,30570,30830,31350,32590,32380,32950,32590,32550,32480,31080,30330,30380,30360,30520,31400,32140,31880,31630,32600,33060,33960,34800,35960,37700,38740,39340,38280,37810,36930,35210,34780,34380,33720,33380,32410,32000,31520,30940,30590,30470,31090,32300,33340,34470,35150,34610,34100,33810,32870,32300,32460,33150,34040,34130,33410,32260,31170,30290,29460,28390,27730,26790,25720,25080,23930,23720,22890,22670,22560,20460,18130,16640,14980,14910,15130,14060,12450,11400,10270,9330,8260,7760,7090,6360,5780,5310,4540,3760,3090,2550,2060,5370,59870,59740,61160,62550,62920,63760,64340,66630,66480,67700,67300,67210,66670,63910,62140,62360,62500,62770,64230,66500,65650,65720,67580,68790,70870,71910,74140,77270,78680,79230,76770,75080,73520,70140,68720,67830,66900,66300,64420,63580,62530,60900,60350,60430,61130,63350,65120,67690,68690,67590,66700,66050,64240,63230,63520,64680,66090,66170,64680,62570,60650,58800,57120,55240,53650,52070,49900,48850,47000,46140,45030,44190,43770,39680,34880,32000,28770,28240,28370,26220,23030,20730,18570,16680,14740,13690,12140,10800,9740,8720,7320,5910,4790,3830,2990,7420
2021,30510,30810,31030,31730,32480,32670,33200,33250,34280,34350,35010,34940,34910,34430,33030,32010,32210,32250,32230,32950,34480,33920,34170,35130,35980,37130,37340,38390,39860,40240,40250,38870,37710,37020,35320,34390,33780,33550,33240,32350,31910,31340,30230,29980,30230,30260,31230,31920,33350,33640,33070,32680,32280,31380,30940,31060,31520,32050,32020,31200,30260,29410,28450,27590,26790,25860,25170,24030,23570,22850,22190,21850,21210,20860,18860,16370,15010,13380,12880,12750,11640,10080,8840,7790,6840,5960,5420,4550,3910,3450,2950,2340,1760,1370,1000,2240,28990,29380,29290,30160,30740,30870,31090,31610,32870,32630,33180,32820,32770,32690,31270,30580,30620,30470,30490,31420,32160,31960,31740,32810,33380,34380,35340,36630,38340,39420,39970,38800,38320,37330,35600,35140,34730,34050,33720,32710,32290,31780,31160,30820,30650,31230,32440,33490,34550,35250,34690,34170,33880,32920,32340,32500,33180,34080,34160,33410,32290,31170,30300,29470,28410,27740,26730,25610,24980,23780,23540,22690,22470,22320,20220,17870,16380,14710,14570,14790,13660,12040,10970,9820,8850,7760,7250,6530,5790,5170,4700,3950,3220,2580,2100,5700,59500,60200,60320,61890,63220,63530,64290,64870,67140,66980,68190,67760,67680,67120,64300,62590,62830,62720,62720,64370,66630,65880,65910,67940,69360,71520,72680,75030,78200,79660,80220,77670,76030,74360,70920,69530,68510,67610,66960,65060,64190,63120,61400,60800,60870,61490,63680,65410,67900,68880,67760,66840,66160,64300,63270,63560,64700,66130,66190,64610,62540,60590,58750,57060,55190,53590,51900,49630,48550,46630,45730,44540,43680,43190,39080,34240,31380,28090,27450,27540,25300,22120,19820,17610,15690,13710,12670,11080,9700,8620,7650,6300,4980,3950,3100,7940
2022,31350,30540,30930,31230,31870,32580,32760,33260,33300,34340,34420,35070,35000,34990,34490,33080,32070,32210,32010,31890,32600,34080,33530,33690,34580,35320,36390,36620,37700,39210,39750,39830,38540,37510,36900,35310,34330,33710,33450,33160,32320,31870,31310,30180,29940,30180,30210,31130,31860,33280,33540,32950,32540,32130,31210,30770,30840,31320,31820,31800,30970,30040,29080,28160,27270,26490,25450,24740,23650,23150,22450,21730,21370,20740,20330,18320,15870,14530,12860,12350,12180,11050,9510,8270,7220,6230,5390,4870,4020,3370,2920,2460,1910,1410,1060,2380,30150,29030,29550,29450,30330,30840,30960,31180,31730,32920,32700,33230,32870,32810,32720,31340,30600,30590,30260,30200,31150,31880,31610,31330,32380,32920,33930,34980,36250,38030,39220,39830,38720,38300,37330,35610,35140,34720,34050,33730,32720,32260,31730,31160,30790,30600,31170,32380,33400,34480,35160,34590,34020,33710,32740,32170,32290,32960,33800,33930,33150,31950,30870,29970,29180,28090,27380,26340,25240,24620,23440,23170,22280,22050,21910,19800,17460,15950,14310,14140,14320,13160,11510,10430,9270,8310,7210,6650,5940,5200,4540,4020,3340,2680,2080,5930,61500,59570,60480,60690,62200,63420,63720,64440,65030,67260,67110,68300,67860,67800,67210,64420,62670,62800,62270,62080,63750,65960,65130,65020,66950,68240,70320,71600,73960,77240,78970,79670,77260,75810,74230,70920,69470,68430,67510,66890,65040,64130,63040,61340,60740,60780,61380,63520,65260,67760,68700,67530,66560,65840,63950,62940,63130,64280,65620,65730,64120,61990,59950,58130,56460,54580,52840,51080,48890,47770,45890,44900,43650,42790,42240,38120,33330,30480,27170,26490,26510,24200,21020,18700,16490,14540,12610,11520,9960,8570,7460,6480,5250,4090,3140,8310
2023,29610,31350,30740,31280,31610,32240,32900,33060,33540,33560,34650,34700,35340,35300,35280,34870,33460,32340,32180,32080,32210,32870,34300,33650,33820,34670,35370,36450,36880,38030,39730,40350,40470,39260,38290,37650,36070,34990,34380,34030,33700,32810,32350,31720,30510,30220,30410,30350,31220,31900,33320,33480,32840,32460,32000,31050,30550,30620,31090,31550,31540,30740,29790,28830,27910,27020,26130,25100,24380,23270,22770,22020,21290,20890,20200,19760,17720,15300,13960,12300,11750,11570,10410,8870,7660,6570,5610,4800,4270,3440,2800,2390,1980,1510,1070,2480,28540,30150,29220,29890,29840,30730,31180,31290,31500,32030,33220,33000,33520,33110,33110,33080,31730,30880,30580,30370,30520,31350,31960,31690,31520,32590,33280,34440,35550,36980,38840,39970,40480,39320,38870,37820,36070,35530,35040,34350,34060,33020,32500,31910,31310,30910,30690,31250,32380,33350,34440,35120,34520,33930,33580,32610,32060,32160,32830,33640,33760,32930,31760,30640,29770,28980,27870,27060,26000,24960,24290,23090,22810,21910,21700,21460,19330,17020,15480,13870,13660,13740,12550,10910,9820,8650,7670,6590,6030,5260,4540,3860,3320,2730,2120,5830,58140,61500,59960,61170,61450,62970,64080,64350,65030,65590,67870,67690,68860,68420,68390,67950,65190,63220,62760,62450,62730,64220,66270,65340,65340,67260,68650,70890,72430,75010,78570,80320,80950,78580,77160,75470,72140,70520,69430,68380,67760,65830,64850,63630,61810,61140,61100,61600,63600,65240,67750,68600,67350,66400,65580,63660,62620,62780,63920,65200,65290,63670,61550,59480,57680,56000,54000,52160,50380,48230,47060,45110,44100,42800,41900,41210,37050,32320,29450,26160,25400,25300,22950,19780,17490,15220,13280,11390,10290,8700,7340,6250,5300,4240,3190,8310
"Table information:"
"Units:"
"Number, Magnitude = Units"
""
"Footnotes:"
"All population estimates at 30 June 2018 and beyond use the 2018-base ERP."
"Estimates flagged as provisional are subject to revision, mainly to incorporate revisions to external (international) migration estimates."
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"DPE056AA"
""
"Last updated:"
"0 Years: 16 November 2023 10:45am"
"1 Years: 16 November 2023 10:45am"
"2 Years: 16 November 2023 10:45am"
"3 Years: 16 November 2023 10:45am"
"4 Years: 16 November 2023 10:45am"
"5 Years: 16 November 2023 10:45am"
"6 Years: 16 November 2023 10:45am"
"7 Years: 16 November 2023 10:45am"
"8 Years: 16 November 2023 10:45am"
"9 Years: 16 November 2023 10:45am"
"10 Years: 16 November 2023 10:45am"
"11 Years: 16 November 2023 10:45am"
"12 Years: 16 November 2023 10:45am"
"13 Years: 16 November 2023 10:45am"
"14 Years: 16 November 2023 10:45am"
"15 Years: 16 November 2023 10:45am"
"16 Years: 16 November 2023 10:45am"
"17 Years: 16 November 2023 10:45am"
"18 Years: 16 November 2023 10:45am"
"19 Years: 16 November 2023 10:45am"
"20 Years: 16 November 2023 10:45am"
"21 Years: 16 November 2023 10:45am"
"22 Years: 16 November 2023 10:45am"
"23 Years: 16 November 2023 10:45am"
"24 Years: 16 November 2023 10:45am"
"25 Years: 16 November 2023 10:45am"
"26 Years: 16 November 2023 10:45am"
"27 Years: 16 November 2023 10:45am"
"28 Years: 16 November 2023 10:45am"
"29 Years: 16 November 2023 10:45am"
"30 Years: 16 November 2023 10:45am"
"31 Years: 16 November 2023 10:45am"
"32 Years: 16 November 2023 10:45am"
"33 Years: 16 November 2023 10:45am"
"34 Years: 16 November 2023 10:45am"
"35 Years: 16 November 2023 10:45am"
"36 Years: 16 November 2023 10:45am"
"37 Years: 16 November 2023 10:45am"
"38 Years: 16 November 2023 10:45am"
"39 Years: 16 November 2023 10:45am"
"40 Years: 16 November 2023 10:45am"
"41 Years: 16 November 2023 10:45am"
"42 Years: 16 November 2023 10:45am"
"43 Years: 16 November 2023 10:45am"
"44 Years: 16 November 2023 10:45am"
"45 Years: 16 November 2023 10:45am"
"46 Years: 16 November 2023 10:45am"
"47 Years: 16 November 2023 10:45am"
"48 Years: 16 November 2023 10:45am"
"49 Years: 16 November 2023 10:45am"
"50 Years: 16 November 2023 10:45am"
"51 Years: 16 November 2023 10:45am"
"52 Years: 16 November 2023 10:45am"
"53 Years: 16 November 2023 10:45am"
"54 Years: 16 November 2023 10:45am"
"55 Years: 16 November 2023 10:45am"
"56 Years: 16 November 2023 10:45am"
"57 Years: 16 November 2023 10:45am"
"58 Years: 16 November 2023 10:45am"
"59 Years: 16 November 2023 10:45am"
"60 Years: 16 November 2023 10:45am"
"61 Years: 16 November 2023 10:45am"
"62 Years: 16 November 2023 10:45am"
"63 Years: 16 November 2023 10:45am"
"64 Years: 16 November 2023 10:45am"
"65 Years: 16 November 2023 10:45am"
"66 Years: 16 November 2023 10:45am"
"67 Years: 16 November 2023 10:45am"
"68 Years: 16 November 2023 10:45am"
"69 Years: 16 November 2023 10:45am"
"70 Years: 16 November 2023 10:45am"
"71 Years: 16 November 2023 10:45am"
"72 Years: 16 November 2023 10:45am"
"73 Years: 16 November 2023 10:45am"
"74 Years: 16 November 2023 10:45am"
"75 Years: 16 November 2023 10:45am"
"76 Years: 16 November 2023 10:45am"
"77 Years: 16 November 2023 10:45am"
"78 Years: 16 November 2023 10:45am"
"79 Years: 16 November 2023 10:45am"
"80 Years: 16 November 2023 10:45am"
"81 Years: 16 November 2023 10:45am"
"82 Years: 16 November 2023 10:45am"
"83 Years: 16 November 2023 10:45am"
"84 Years: 16 November 2023 10:45am"
"85 Years: 16 November 2023 10:45am"
"86 Years: 16 November 2023 10:45am"
"87 Years: 16 November 2023 10:45am"
"88 Years: 16 November 2023 10:45am"
"89 Years: 16 November 2023 10:45am"
"90 Years: 16 November 2023 10:45am"
"91 Years: 16 November 2023 10:45am"
"92 Years: 16 November 2023 10:45am"
"93 Years: 16 November 2023 10:45am"
"94 Years: 16 November 2023 10:45am"
"95 Years and Over: 16 November 2023 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
